"Year","Unit","Season","Hunters","Quota","Drawn"
2011,"80","3",542,5,5
2011,"80","4",56,105,105
2011,"81","1",473,0,0
2011,"81","2",789,225,225
2011,"81","3",433,5,5
2011,"81","4",35,5,5
2011,"82","1",323,400,338
2011,"82","2",597,300,72
2011,"82","3",539,300,75
2011,"82","4",97,115,55
2011,"83","2",271,0,0
2011,"83","3",316,0,0
2011,"84","1",50,0,0
2011,"84","2",90,0,0
2011,"84","3",55,0,0
2011,"84","4",47,0,0
2011,"85","1",70,100,100
2011,"85","2",547,40,40
2011,"85","3",367,40,40
2011,"85","4",139,190,177
2011,"851","1",13,5,5
2011,"851","2",59,5,5
2011,"851","3",87,10,10
2011,"851","4",24,0,0
2011,"86","1",107,150,150
2011,"86","2",509,275,275
2011,"86","3",255,275,275
2011,"86","4",45,90,40
2011,"861","1",32,0,0
2011,"861","2",128,0,0
2011,"861","3",67,0,0
2011,"861","4",39,0,0
2011,"9","1",14,80,12
2011,"9","2",19,160,31
2011,"9","3",13,160,31
2011,"9","4",13,0,0
2012,"1","1",6,10,10
2012,"1","2",22,25,16
2012,"1","3",18,20,18
2012,"1","4",13,25,11
2012,"10","1",23,20,20
2012,"10","2",39,40,40
2012,"10","3",56,60,60
2012,"10","4",97,100,100
2012,"104","1",14,30,15
2012,"104","2",6,85,16
2012,"104","3",2,85,16
2012,"104","4",5,0,0
2012,"11","1",427,6500,6330
2012,"11","2",590,500,169
2012,"11","3",1120,800,443
2012,"11","4",711,1920,622
2012,"12","1",1457,0,0
2012,"12","2",1368,2800,1565
2012,"12","3",1018,2800,1565
2012,"12","4",534,500,500
2012,"13","1",228,0,0
2012,"13","2",526,400,135
2012,"13","3",499,400,135
2012,"13","4",175,0,0
2012,"131","1",97,0,0
2012,"131","2",296,250,43
2012,"131","3",198,250,43
2012,"131","4",72,60,28
2012,"133","1",8,0,0
2012,"133","2",9,0,0
2012,"133","3",6,0,0
2012,"133","4",7,30,17
2012,"134","2",4,0,0
2012,"134","3",11,0,0
2012,"134","4",4,0,0
2012,"14","1",167,200,200
2012,"14","2",645,250,250
2012,"14","3",256,250,250
2012,"14","4",74,75,75
2012,"140","1",6,0,0
2012,"140","2",60,0,0
2012,"140","3",50,0,0
2012,"140","4",9,0,0
2012,"141","2",6,0,0
2012,"141","3",18,0,0
2012,"141","4",3,0,0
2012,"142","2",20,0,0
2012,"142","3",24,0,0
2012,"142","4",16,0,0
2012,"15","1",361,450,305
2012,"15","2",1352,1200,645
2012,"15","3",793,1200,645
2012,"15","4",152,150,103
2012,"16","1",208,0,0
2012,"16","2",432,0,0
2012,"16","3",210,160,8
2012,"16","4",104,135,46
2012,"161","1",203,0,0
2012,"161","2",605,0,0
2012,"161","3",458,260,79
2012,"161","4",204,230,79
2012,"17","1",313,0,0
2012,"17","2",432,0,0
2012,"17","3",319,180,53
2012,"17","4",129,150,49
2012,"171","1",294,0,0
2012,"171","2",538,0,0
2012,"171","3",291,160,19
2012,"171","4",92,120,32
2012,"18","1",873,1100,814
2012,"18","2",988,380,325
2012,"18","3",1022,480,207
2012,"18","4",828,1150,281
2012,"181","1",196,0,0
2012,"181","2",339,160,68
2012,"181","3",396,200,54
2012,"181","4",336,160,10
2012,"19","1",80,110,110
2012,"19","2",201,490,342
2012,"19","3",127,490,342
2012,"19","4",65,0,0
2012,"191","1",31,50,46
2012,"191","2",110,355,225
2012,"191","3",99,355,225
2012,"191","4",68,0,0
2012,"2","1",41,45,45
2012,"2","2",26,35,35
2012,"2","3",44,55,55
2012,"2","4",27,35,35
2012,"20","1",17,20,20
2012,"20","2",47,50,50
2012,"20","3",42,40,40
2012,"20","4",26,30,30
2012,"201","1",20,20,20
2012,"201","2",28,35,35
2012,"201","3",15,20,20
2012,"201","4",26,30,30
2012,"21","1",469,975,750
2012,"21","2",658,700,401
2012,"21","3",572,700,401
2012,"21","4",212,480,314
2012,"211","1",173,0,0
2012,"211","2",553,0,0
2012,"211","3",856,0,0
2012,"211","4",441,0,0
2012,"214","1",22,0,0
2012,"214","2",405,200,102
2012,"214","3",134,200,102
2012,"214","4",59,50,29
2012,"22","1",185,0,0
2012,"22","2",741,500,500
2012,"22","3",776,500,500
2012,"22","4",236,100,39
2012,"23","1",902,0,0
2012,"23","2",1067,0,0
2012,"23","3",1059,0,0
2012,"23","4",419,0,0
2012,"231","1",388,0,0
2012,"231","2",360,200,200
2012,"231","3",155,200,200
2012,"231","4",53,60,31
2012,"24","1",1230,0,0
2012,"24","2",1201,0,0
2012,"24","3",510,0,0
2012,"24","4",167,0,0
2012,"25","1",176,0,0
2012,"25","2",636,0,0
2012,"25","3",381,0,0
2012,"25","4",56,40,40
2012,"26","1",155,0,0
2012,"26","2",302,0,0
2012,"26","3",307,0,0
2012,"26","4",59,55,49
2012,"27","1",149,175,101
2012,"27","2",490,250,119
2012,"27","3",310,175,34
2012,"27","4",109,125,30
2012,"28","1",453,800,716
2012,"28","2",893,300,300
2012,"28","3",840,400,400
2012,"28","4",334,700,261
2012,"29","1",21,25,25
2012,"29","2",19,60,60
2012,"29","3",29,60,60
2012,"29","4",7,0,0
2012,"3","1",188,1175,1175
2012,"3","2",444,1000,446
2012,"3","3",864,1000,446
2012,"3","4",258,600,600
2012,"30","1",123,0,0
2012,"30","2",266,0,0
2012,"30","3",366,0,0
2012,"30","4",178,0,0
2012,"301","1",73,0,0
2012,"301","2",307,0,0
2012,"301","3",580,0,0
2012,"301","4",282,0,0
2012,"31","1",124,0,0
2012,"31","2",258,500,112
2012,"31","3",410,500,112
2012,"31","4",112,0,0
2012,"32","1",67,0,0
2012,"32","2",229,250,30
2012,"32","3",189,250,30
2012,"32","4",14,0,0
2012,"33","1",569,0,0
2012,"33","2",884,850,366
2012,"33","3",657,850,366
2012,"33","4",164,115,84
2012,"34","1",172,0,0
2012,"34","2",416,325,152
2012,"34","3",165,325,152
2012,"34","4",39,35,20
2012,"35","1",164,475,351
2012,"35","2",280,220,195
2012,"35","3",273,220,195
2012,"35","4",58,50,50
2012,"36","1",204,0,0
2012,"36","2",549,475,352
2012,"36","3",356,475,352
2012,"36","4",53,50,50
2012,"361","1",69,0,0
2012,"361","2",74,0,0
2012,"361","3",85,0,0
2012,"361","4",15,0,0
2012,"37","1",290,0,0
2012,"37","2",448,0,0
2012,"37","3",462,0,0
2012,"37","4",266,0,0
2012,"371","1",201,240,186
2012,"371","2",235,70,58
2012,"371","3",214,120,22
2012,"371","4",170,205,26
2012,"38","1",38,55,55
2012,"38","2",294,40,40
2012,"38","3",241,40,40
2012,"38","4",24,30,30
2012,"39","1",80,90,90
2012,"39","2",135,210,210
2012,"39","3",79,220,220
2012,"39","4",24,20,20
2012,"391","1",6,50,36
2012,"391","2",10,50,36
2012,"391","3",12,0,0
2012,"391","4",5,0,0
2012,"4","1",505,0,0
2012,"4","2",1058,400,400
2012,"4","3",638,400,400
2012,"4","4",162,250,250
2012,"40","1",48,72,72
2012,"40","2",56,65,65
2012,"40","3",60,65,65
2012,"40","4",43,51,51
2012,"41","1",294,1800,1800
2012,"41","2",369,400,198
2012,"41","3",327,400,198
2012,"41","4",122,400,124
2012,"411","1",75,0,0
2012,"411","2",162,100,30
2012,"411","3",157,100,28
2012,"411","4",55,100,28
2012,"42","1",424,0,0
2012,"42","2",904,500,309
2012,"42","3",840,750,238
2012,"42","4",215,750,238
2012,"421","1",443,0,0
2012,"421","2",925,900,426
2012,"421","3",424,900,426
2012,"421","4",162,0,0
2012,"43","1",388,500,338
2012,"43","2",1045,1080,260
2012,"43","3",617,1080,260
2012,"43","4",295,250,81
2012,"44","1",318,700,499
2012,"44","2",607,495,322
2012,"44","3",480,495,322
2012,"44","4",179,190,108
2012,"441","1",128,0,0
2012,"441","2",415,0,0
2012,"441","3",252,0,0
2012,"441","4",82,0,0
2012,"444","1",128,0,0
2012,"444","2",675,810,272
2012,"444","3",345,810,272
2012,"444","4",168,140,65
2012,"45","1",174,0,0
2012,"45","2",528,300,210
2012,"45","3",233,300,210
2012,"45","4",128,130,52
2012,"46","1",42,50,50
2012,"46","2",124,230,199
2012,"46","3",54,230,199
2012,"46","4",20,0,0
2012,"461","1",20,100,52
2012,"461","2",14,100,52
2012,"461","3",16,0,0
2012,"461","4",13,0,0
2012,"47","1",91,0,0
2012,"47","2",300,470,113
2012,"47","3",280,470,113
2012,"47","4",93,55,28
2012,"471","1",54,0,0
2012,"471","2",72,70,6
2012,"471","3",51,70,6
2012,"471","4",18,50,0
2012,"48","1",68,70,70
2012,"48","2",163,270,270
2012,"48","3",73,270,270
2012,"48","4",60,60,60
2012,"481","1",64,70,70
2012,"481","2",201,450,450
2012,"481","3",162,450,450
2012,"481","4",31,0,0
2012,"49","1",75,80,80
2012,"49","2",215,240,240
2012,"49","3",151,240,240
2012,"49","4",154,100,100
2012,"5","1",104,0,0
2012,"5","2",401,100,100
2012,"5","3",152,100,100
2012,"5","4",16,10,10
2012,"50","1",44,50,50
2012,"50","2",232,655,655
2012,"50","3",276,655,655
2012,"50","4",92,0,0
2012,"500","1",89,100,100
2012,"500","2",293,505,505
2012,"500","3",140,505,505
2012,"500","4",21,0,0
2012,"501","1",27,35,35
2012,"501","2",161,365,365
2012,"501","3",134,365,365
2012,"501","4",16,0,0
2012,"51","1",59,70,70
2012,"51","2",101,200,193
2012,"51","3",57,200,193
2012,"51","4",16,0,0
2012,"511","1",69,80,80
2012,"511","2",638,100,100
2012,"511","3",442,100,100
2012,"511","4",88,100,53
2012,"52","1",152,0,0
2012,"52","2",506,275,148
2012,"52","3",328,225,80
2012,"52","4",29,225,80
2012,"521","1",372,0,0
2012,"521","2",900,600,334
2012,"521","3",398,600,334
2012,"521","4",133,0,0
2012,"53","1",382,550,468
2012,"53","2",494,140,130
2012,"53","3",334,175,58
2012,"53","4",78,100,25
2012,"54","1",510,585,445
2012,"54","2",598,200,170
2012,"54","3",916,600,458
2012,"54","4",310,375,195
2012,"55","1",581,660,647
2012,"55","2",1148,360,360
2012,"55","3",1015,475,475
2012,"55","4",192,235,215
2012,"551","1",170,210,210
2012,"551","2",728,285,269
2012,"551","3",650,330,283
2012,"551","4",89,115,67
2012,"56","1",70,80,80
2012,"56","2",156,170,170
2012,"56","3",109,130,130
2012,"56","4",45,55,50
2012,"561","1",37,40,40
2012,"561","2",85,90,90
2012,"561","3",63,70,70
2012,"561","4",31,35,23
2012,"57","1",94,160,160
2012,"57","2",114,180,180
2012,"57","3",102,180,180
2012,"57","4",62,160,160
2012,"58","1",67,0,0
2012,"58","2",102,0,0
2012,"58","3",119,0,0
2012,"58","4",94,0,0
2012,"581","1",87,100,100
2012,"581","2",519,150,150
2012,"581","3",497,150,150
2012,"581","4",81,100,32
2012,"59","1",92,110,56
2012,"59","2",208,150,62
2012,"59","3",168,150,62
2012,"59","4",68,80,11
2012,"591","2",90,0,0
2012,"591","3",140,0,0
2012,"6","1",507,2300,971
2012,"6","2",917,1580,479
2012,"6","3",459,225,97
2012,"6","4",154,190,100
2012,"60","1",25,45,37
2012,"60","2",81,10,10
2012,"60","3",108,20,4
2012,"60","4",48,70,54
2012,"61","1",210,230,230
2012,"61","2",460,800,800
2012,"61","3",221,800,800
2012,"61","4",185,200,200
2012,"62","1",606,695,695
2012,"62","2",1887,400,400
2012,"62","3",1095,400,400
2012,"62","4",130,490,490
2012,"63","1",154,0,0
2012,"63","2",343,150,131
2012,"63","3",231,100,97
2012,"63","4",80,90,39
2012,"64","1",129,500,470
2012,"64","2",220,250,128
2012,"64","3",221,300,112
2012,"64","4",41,375,187
2012,"65","1",319,0,0
2012,"65","2",666,0,0
2012,"65","3",506,0,0
2012,"65","4",92,0,0
2012,"66","1",475,530,530
2012,"66","2",430,505,505
2012,"66","3",373,435,435
2012,"66","4",186,230,230
2012,"67","1",427,455,455
2012,"67","2",453,510,510
2012,"67","3",384,425,425
2012,"67","4",277,335,335
2012,"68","1",190,375,375
2012,"68","2",692,210,210
2012,"68","3",619,230,230
2012,"68","4",162,250,201
2012,"681","1",120,0,0
2012,"681","2",429,160,159
2012,"681","3",377,125,125
2012,"681","4",90,50,33
2012,"69","1",33,75,75
2012,"69","2",81,160,160
2012,"69","3",50,110,110
2012,"69","4",30,100,100
2012,"691","1",4,0,0
2012,"691","2",72,0,0
2012,"691","3",42,0,0
2012,"691","4",20,0,0
2012,"7","1",154,280,280
2012,"7","2",424,1300,1004
2012,"7","3",235,1300,1004
2012,"7","4",62,0,0
2012,"70","1",371,1200,1200
2012,"70","2",1099,350,327
2012,"70","3",930,260,260
2012,"70","4",168,350,277
2012,"71","1",464,0,0
2012,"71","2",925,290,290
2012,"71","3",547,290,290
2012,"71","4",50,0,0
2012,"711","1",143,0,0
2012,"711","2",452,250,250
2012,"711","3",840,250,250
2012,"711","4",249,150,150
2012,"72","1",59,0,0
2012,"72","2",134,120,38
2012,"72","3",186,120,38
2012,"72","4",22,0,0
2012,"73","1",105,0,0
2012,"73","2",227,100,100
2012,"73","3",249,100,100
2012,"73","4",18,0,0
2012,"74","1",390,450,450
2012,"74","2",529,225,225
2012,"74","3",345,225,225
2012,"74","4",58,60,20
2012,"741","1",43,0,0
2012,"741","2",82,125,17
2012,"741","3",68,125,17
2012,"741","4",13,0,0
2012,"75","1",509,850,819
2012,"75","2",466,650,559
2012,"75","3",512,650,559
2012,"75","4",97,80,80
2012,"751","1",365,0,0
2012,"751","2",325,0,0
2012,"751","3",420,0,0
2012,"751","4",71,0,0
2012,"76","1",170,190,190
2012,"76","2",217,260,260
2012,"76","3",232,280,280
2012,"76","4",230,270,270
2012,"77","1",341,750,750
2012,"77","2",1076,125,125
2012,"77","3",854,70,70
2012,"77","4",57,130,130
2012,"771","1",50,0,0
2012,"771","2",136,0,0
2012,"771","3",245,0,0
2012,"771","4",15,0,0
2012,"78","1",367,0,0
2012,"78","2",847,0,0
2012,"78","3",716,0,0
2012,"78","4",50,0,0
2012,"79","1",215,245,149
2012,"79","2",231,275,166
2012,"79","3",178,225,225
2012,"79","4",124,150,32
2012,"8","1",124,0,0
2012,"8","2",408,0,0
2012,"8","3",200,0,0
2012,"8","4",53,0,0
2012,"80","1",421,1000,1000
2012,"80","2",919,215,215
2012,"80","3",568,5,5
2012,"80","4",56,105,105
2012,"81","1",459,0,0
2012,"81","2",970,225,225
2012,"81","3",521,5,5
2012,"81","4",35,5,5
2012,"82","1",345,400,337
2012,"82","2",575,300,78
2012,"82","3",554,300,79
2012,"82","4",90,115,63
2012,"83","2",261,0,0
2012,"83","3",395,0,0
2012,"84","1",41,0,0
2012,"84","2",98,0,0
2012,"84","3",65,0,0
2012,"84","4",72,0,0
2012,"85","1",74,100,100
2012,"85","2",564,40,40
2012,"85","3",516,40,40
2012,"85","4",142,190,185
2012,"851","1",9,5,5
2012,"851","2",91,5,5
2012,"851","3",140,10,10
2012,"851","4",18,0,0
2012,"86","1",92,150,150
2012,"86","2",517,275,275
2012,"86","3",368,275,275
2012,"86","4",70,90,28
2012,"861","1",50,0,0
2012,"861","2",103,0,0
2012,"861","3",83,0,0
2012,"861","4",20,0,0
2012,"9","1",11,80,16
2012,"9","2",18,160,32
2012,"9","3",16,160,32
2012,"9","4",8,0,0
2013,"1","1",7,10,10
2013,"1","2",14,25,14
2013,"1","3",14,20,16
2013,"1","4",21,25,18
2013,"10","1",53,55,55
2013,"10","2",53,60,60
2013,"10","3",67,75,75
2013,"10","4",89,85,85
2013,"104","1",17,30,25
2013,"104","2",14,85,23
2013,"104","3",6,85,23
2013,"104","4",8,0,0
2013,"11","1",679,7000,5811
2013,"11","2",635,500,225
2013,"11","3",1081,800,442
2013,"11","4",833,2120,768
2013,"12","1",1453,0,0
2013,"12","2",1364,3000,1755
2013,"12","3",1006,3000,1755
2013,"12","4",490,500,378
2013,"13","1",362,0,0
2013,"13","2",531,500,176
2013,"13","3",526,500,176
2013,"13","4",344,0,0
2013,"131","1",135,0,0
2013,"131","2",314,250,60
2013,"131","3",183,250,60
2013,"131","4",64,60,20
2013,"133","2",15,0,0
2013,"133","4",8,30,16
2013,"134","2",10,0,0
2013,"134","3",7,0,0
2013,"134","4",3,0,0
2013,"14","1",169,225,221
2013,"14","2",594,250,250
2013,"14","3",245,250,250
2013,"14","4",84,75,39
2013,"140","1",4,0,0
2013,"140","2",68,0,0
2013,"140","3",69,0,0
2013,"140","4",21,0,0
2013,"141","2",12,0,0
2013,"141","3",8,0,0
2013,"141","4",5,0,0
2013,"142","2",42,0,0
2013,"142","3",7,0,0
2013,"142","4",10,0,0
2013,"15","1",407,475,356
2013,"15","2",1295,1200,673
2013,"15","3",739,1200,673
2013,"15","4",177,150,129
2013,"16","1",269,0,0
2013,"16","2",322,0,0
2013,"16","3",254,160,20
2013,"16","4",122,135,42
2013,"161","1",290,0,0
2013,"161","2",646,0,0
2013,"161","3",489,260,86
2013,"161","4",186,230,121
2013,"17","1",356,0,0
2013,"17","2",385,0,0
2013,"17","3",297,180,60
2013,"17","4",123,150,37
2013,"171","1",273,0,0
2013,"171","2",514,0,0
2013,"171","3",334,160,30
2013,"171","4",87,120,52
2013,"18","1",821,1100,821
2013,"18","2",1092,380,377
2013,"18","3",976,480,308
2013,"18","4",805,1150,306
2013,"181","1",170,0,0
2013,"181","2",332,160,61
2013,"181","3",396,200,69
2013,"181","4",319,160,8
2013,"19","1",63,110,110
2013,"19","2",189,490,363
2013,"19","3",113,490,363
2013,"19","4",60,0,0
2013,"191","1",43,50,49
2013,"191","2",120,355,229
2013,"191","3",87,355,229
2013,"191","4",64,0,0
2013,"2","1",25,30,30
2013,"2","2",21,25,25
2013,"2","3",33,35,35
2013,"2","4",23,25,25
2013,"20","1",9,20,20
2013,"20","2",21,50,50
2013,"20","3",18,40,40
2013,"20","4",17,30,30
2013,"201","1",19,20,20
2013,"201","2",45,50,50
2013,"201","3",24,25,25
2013,"201","4",45,50,50
2013,"21","1",410,1000,775
2013,"21","2",579,700,407
2013,"21","3",451,700,407
2013,"21","4",201,535,318
2013,"211","1",324,0,0
2013,"211","2",604,0,0
2013,"211","3",746,0,0
2013,"211","4",719,0,0
2013,"214","1",133,0,0
2013,"214","2",428,200,149
2013,"214","3",114,200,149
2013,"214","4",62,50,10
2013,"22","1",315,0,0
2013,"22","2",722,575,575
2013,"22","3",826,575,575
2013,"22","4",218,125,75
2013,"23","1",859,0,0
2013,"23","2",1385,0,0
2013,"23","3",890,0,0
2013,"23","4",306,0,0
2013,"231","1",355,0,0
2013,"231","2",309,250,239
2013,"231","3",210,250,239
2013,"231","4",42,60,13
2013,"24","1",1198,0,0
2013,"24","2",1206,0,0
2013,"24","3",487,0,0
2013,"24","4",156,0,0
2013,"25","1",240,0,0
2013,"25","2",345,25,25
2013,"25","3",276,25,25
2013,"25","4",27,40,40
2013,"26","1",154,0,0
2013,"26","2",293,0,0
2013,"26","3",211,0,0
2013,"26","4",44,55,31
2013,"27","1",161,175,112
2013,"27","2",485,250,84
2013,"27","3",321,175,42
2013,"27","4",104,125,30
2013,"28","1",447,800,776
2013,"28","2",923,300,300
2013,"28","3",822,400,400
2013,"28","4",371,700,300
2013,"29","1",20,25,25
2013,"29","2",16,60,60
2013,"29","3",21,60,60
2013,"29","4",9,0,0
2013,"3","1",170,1600,1600
2013,"3","2",498,1000,490
2013,"3","3",1033,1000,490
2013,"3","4",457,800,502
2013,"30","1",168,0,0
2013,"30","2",277,0,0
2013,"30","3",458,0,0
2013,"30","4",165,0,0
2013,"301","1",33,0,0
2013,"301","2",301,0,0
2013,"301","3",580,0,0
2013,"301","4",287,0,0
2013,"31","1",78,0,0
2013,"31","2",263,500,93
2013,"31","3",319,500,93
2013,"31","4",128,0,0
2013,"32","1",113,0,0
2013,"32","2",212,300,53
2013,"32","3",205,300,53
2013,"32","4",39,0,0
2013,"33","1",487,0,0
2013,"33","2",896,850,445
2013,"33","3",537,850,445
2013,"33","4",184,115,43
2013,"34","1",173,0,0
2013,"34","2",374,325,179
2013,"34","3",270,325,179
2013,"34","4",37,35,10
2013,"35","1",229,475,354
2013,"35","2",323,235,195
2013,"35","3",335,235,195
2013,"35","4",52,50,50
2013,"36","1",199,0,0
2013,"36","2",617,515,444
2013,"36","3",404,515,444
2013,"36","4",39,50,50
2013,"361","1",56,0,0
2013,"361","2",85,0,0
2013,"361","3",123,0,0
2013,"361","4",23,0,0
2013,"37","1",271,0,0
2013,"37","2",424,0,0
2013,"37","3",388,0,0
2013,"37","4",229,0,0
2013,"371","1",214,240,177
2013,"371","2",253,70,40
2013,"371","3",189,120,32
2013,"371","4",165,205,37
2013,"38","1",42,55,55
2013,"38","2",317,40,40
2013,"38","3",211,40,40
2013,"38","4",29,30,30
2013,"39","1",97,100,100
2013,"39","2",136,220,220
2013,"39","3",108,220,220
2013,"39","4",29,20,20
2013,"391","1",4,60,48
2013,"391","2",19,60,48
2013,"391","3",13,0,0
2013,"391","4",6,0,0
2013,"4","1",657,0,0
2013,"4","2",1101,500,500
2013,"4","3",671,500,500
2013,"4","4",260,350,180
2013,"40","1",68,75,75
2013,"40","2",58,67,67
2013,"40","3",56,67,67
2013,"40","4",50,60,60
2013,"41","1",362,1900,1900
2013,"41","2",480,600,294
2013,"41","3",383,600,294
2013,"41","4",190,400,143
2013,"411","1",97,0,0
2013,"411","2",195,100,45
2013,"411","3",191,100,28
2013,"411","4",38,100,28
2013,"42","1",228,0,0
2013,"42","2",1200,650,335
2013,"42","3",1166,900,253
2013,"42","4",204,900,253
2013,"421","1",452,0,0
2013,"421","2",1253,1100,545
2013,"421","3",530,1100,545
2013,"421","4",170,0,0
2013,"43","1",352,450,330
2013,"43","2",848,810,329
2013,"43","3",570,810,329
2013,"43","4",252,200,107
2013,"44","1",291,700,542
2013,"44","2",559,475,361
2013,"44","3",483,475,361
2013,"44","4",187,190,109
2013,"441","1",196,0,0
2013,"441","2",434,0,0
2013,"441","3",254,0,0
2013,"441","4",152,0,0
2013,"444","1",202,0,0
2013,"444","2",635,790,253
2013,"444","3",426,790,253
2013,"444","4",214,140,52
2013,"45","1",157,0,0
2013,"45","2",524,285,238
2013,"45","3",271,285,238
2013,"45","4",127,130,61
2013,"46","1",49,55,55
2013,"46","2",109,230,230
2013,"46","3",58,230,230
2013,"46","4",21,0,0
2013,"461","1",12,110,60
2013,"461","2",11,110,60
2013,"461","3",16,0,0
2013,"461","4",13,0,0
2013,"47","1",65,0,0
2013,"47","2",383,465,102
2013,"47","3",287,465,102
2013,"47","4",89,55,31
2013,"471","1",64,0,0
2013,"471","2",66,65,2
2013,"471","3",30,65,2
2013,"471","4",29,40,5
2013,"48","1",60,70,70
2013,"48","2",166,270,270
2013,"48","3",68,270,270
2013,"48","4",51,60,60
2013,"481","1",64,70,70
2013,"481","2",223,450,450
2013,"481","3",149,450,450
2013,"481","4",30,0,0
2013,"49","1",75,80,80
2013,"49","2",235,240,240
2013,"49","3",153,240,240
2013,"49","4",114,100,100
2013,"5","1",237,0,0
2013,"5","2",457,100,100
2013,"5","3",169,100,100
2013,"5","4",23,10,10
2013,"50","1",47,50,50
2013,"50","2",200,655,655
2013,"50","3",289,655,655
2013,"50","4",82,0,0
2013,"500","1",88,100,100
2013,"500","2",257,505,505
2013,"500","3",138,505,505
2013,"500","4",23,0,0
2013,"501","1",31,35,35
2013,"501","2",185,365,365
2013,"501","3",100,365,365
2013,"501","4",38,0,0
2013,"51","1",55,70,70
2013,"51","2",91,200,195
2013,"51","3",37,200,195
2013,"51","4",34,0,0
2013,"511","1",77,80,80
2013,"511","2",792,100,100
2013,"511","3",507,100,100
2013,"511","4",81,100,57
2013,"52","1",133,0,0
2013,"52","2",574,325,148
2013,"52","3",375,225,99
2013,"52","4",71,225,99
2013,"521","1",463,0,0
2013,"521","2",1217,700,366
2013,"521","3",537,700,366
2013,"521","4",214,0,0
2013,"53","1",341,550,444
2013,"53","2",457,140,140
2013,"53","3",328,175,68
2013,"53","4",90,100,38
2013,"54","1",509,585,430
2013,"54","2",578,200,200
2013,"54","3",830,600,439
2013,"54","4",319,375,253
2013,"55","1",576,660,660
2013,"55","2",1037,360,360
2013,"55","3",1006,475,475
2013,"55","4",177,235,230
2013,"551","1",188,210,210
2013,"551","2",692,285,285
2013,"551","3",653,330,314
2013,"551","4",98,115,102
2013,"56","1",68,80,80
2013,"56","2",149,170,170
2013,"56","3",116,130,130
2013,"56","4",48,55,50
2013,"561","1",37,40,40
2013,"561","2",85,90,90
2013,"561","3",58,70,70
2013,"561","4",33,35,35
2013,"57","1",97,170,170
2013,"57","2",95,190,190
2013,"57","3",105,190,190
2013,"57","4",68,170,170
2013,"58","1",85,0,0
2013,"58","2",86,0,0
2013,"58","3",103,0,0
2013,"58","4",91,0,0
2013,"581","1",132,0,0
2013,"581","2",514,0,0
2013,"581","3",566,0,0
2013,"581","4",116,0,0
2013,"59","1",68,200,192
2013,"59","2",212,300,300
2013,"59","3",137,300,300
2013,"59","4",77,180,41
2013,"591","2",104,0,0
2013,"591","3",128,0,0
2013,"6","1",589,2300,1072
2013,"6","2",1012,1580,508
2013,"6","3",538,225,66
2013,"6","4",169,190,120
2013,"60","1",40,45,39
2013,"60","2",67,10,9
2013,"60","3",87,20,10
2013,"60","4",45,70,60
2013,"61","1",210,250,250
2013,"61","2",443,550,550
2013,"61","3",324,500,500
2013,"61","4",221,250,250
2013,"62","1",685,795,795
2013,"62","2",1697,400,400
2013,"62","3",1129,400,400
2013,"62","4",124,530,530
2013,"63","1",181,0,0
2013,"63","2",357,150,119
2013,"63","3",251,100,100
2013,"63","4",76,90,33
2013,"64","1",161,550,491
2013,"64","2",234,250,131
2013,"64","3",208,300,145
2013,"64","4",33,375,220
2013,"65","1",371,0,0
2013,"65","2",606,0,0
2013,"65","3",507,0,0
2013,"65","4",99,0,0
2013,"66","1",447,530,530
2013,"66","2",441,505,505
2013,"66","3",366,435,435
2013,"66","4",188,230,230
2013,"67","1",391,455,455
2013,"67","2",461,510,510
2013,"67","3",359,425,425
2013,"67","4",302,335,335
2013,"68","1",245,375,375
2013,"68","2",581,210,210
2013,"68","3",636,230,230
2013,"68","4",157,250,191
2013,"681","1",126,0,0
2013,"681","2",427,160,160
2013,"681","3",410,125,125
2013,"681","4",86,50,47
2013,"69","1",29,75,75
2013,"69","2",67,160,160
2013,"69","3",50,110,110
2013,"69","4",31,100,100
2013,"691","1",5,0,0
2013,"691","2",36,0,0
2013,"691","3",41,0,0
2013,"691","4",10,0,0
2013,"7","1",119,280,280
2013,"7","2",355,1300,1169
2013,"7","3",226,1300,1169
2013,"7","4",76,0,0
2013,"70","1",389,1200,1200
2013,"70","2",972,350,289
2013,"70","3",924,260,260
2013,"70","4",164,350,286
2013,"71","1",431,0,0
2013,"71","2",825,215,215
2013,"71","3",546,215,215
2013,"71","4",29,0,0
2013,"711","1",196,0,0
2013,"711","2",553,190,190
2013,"711","3",871,190,190
2013,"711","4",232,115,115
2013,"72","1",29,0,0
2013,"72","2",143,90,32
2013,"72","3",174,90,32
2013,"72","4",22,0,0
2013,"73","1",109,0,0
2013,"73","2",243,75,75
2013,"73","3",187,75,75
2013,"73","4",10,0,0
2013,"74","1",329,400,400
2013,"74","2",500,225,225
2013,"74","3",344,225,225
2013,"74","4",61,60,28
2013,"741","1",35,0,0
2013,"741","2",53,70,31
2013,"741","3",118,70,31
2013,"741","4",7,0,0
2013,"75","1",367,650,650
2013,"75","2",418,650,577
2013,"75","3",490,650,577
2013,"75","4",111,80,80
2013,"751","1",210,0,0
2013,"751","2",284,0,0
2013,"751","3",366,0,0
2013,"751","4",90,0,0
2013,"76","1",154,190,190
2013,"76","2",234,270,270
2013,"76","3",226,270,270
2013,"76","4",188,270,270
2013,"77","1",397,750,750
2013,"77","2",1077,125,125
2013,"77","3",905,70,70
2013,"77","4",72,130,130
2013,"771","1",76,0,0
