"Year","Unit","Season","Hunters","Quota","Drawn"
2006,"1","1",13,20,15
2006,"1","2",36,40,20
2006,"1","3",37,25,24
2006,"1","4",32,30,5
2006,"10","1",25,35,35
2006,"10","2",28,25,25
2006,"10","3",47,55,55
2006,"10","4",160,155,125
2006,"104","1",23,30,30
2006,"104","2",20,85,46
2006,"104","3",14,85,46
2006,"104","4",15,0,0
2006,"11","1",594,7000,5950
2006,"11","2",648,300,170
2006,"11","3",1233,800,639
2006,"11","4",801,2420,778
2006,"12","1",1586,0,0
2006,"12","2",1375,2800,1977
2006,"12","3",1038,2800,1977
2006,"12","4",535,445,445
2006,"128","2",16,30,30
2006,"13","1",153,0,0
2006,"13","2",402,500,110
2006,"13","3",416,500,110
2006,"13","4",127,0,0
2006,"131","1",96,0,0
2006,"131","2",340,400,69
2006,"131","3",134,400,69
2006,"131","4",87,80,22
2006,"133","2",5,0,0
2006,"134","2",11,0,0
2006,"134","4",4,0,0
2006,"14","1",259,325,169
2006,"14","2",495,300,300
2006,"14","3",377,300,300
2006,"14","4",89,75,75
2006,"140","1",16,0,0
2006,"140","2",21,0,0
2006,"140","3",6,0,0
2006,"140","4",7,0,0
2006,"141","2",10,0,0
2006,"141","3",10,0,0
2006,"141","4",6,0,0
2006,"142","2",11,0,0
2006,"142","3",6,0,0
2006,"142","4",4,0,0
2006,"15","1",345,400,308
2006,"15","2",1160,1000,818
2006,"15","3",962,1000,818
2006,"15","4",127,80,80
2006,"16","1",167,425,131
2006,"16","2",352,400,82
2006,"16","3",190,400,82
2006,"16","4",93,125,43
2006,"161","1",216,520,174
2006,"161","2",627,650,331
2006,"161","3",536,650,331
2006,"161","4",180,220,119
2006,"17","1",222,360,147
2006,"17","2",535,450,187
2006,"17","3",345,450,187
2006,"17","4",81,115,68
2006,"171","1",160,320,117
2006,"171","2",419,400,155
2006,"171","3",278,400,155
2006,"171","4",98,110,50
2006,"18","1",718,975,612
2006,"18","2",783,260,260
2006,"18","3",969,430,232
2006,"18","4",787,1000,326
2006,"181","1",136,0,0
2006,"181","2",248,110,67
2006,"181","3",299,130,103
2006,"181","4",294,160,4
2006,"19","1",123,150,117
2006,"19","2",455,1170,276
2006,"19","3",223,1170,276
2006,"19","4",125,0,0
2006,"191","1",53,65,35
2006,"191","2",172,900,108
2006,"191","3",121,900,108
2006,"191","4",168,0,0
2006,"2","1",80,100,100
2006,"2","2",78,85,85
2006,"2","3",238,270,250
2006,"2","4",184,240,134
2006,"20","1",69,75,75
2006,"20","2",154,175,160
2006,"20","3",142,175,119
2006,"20","4",155,175,96
2006,"201","1",14,15,15
2006,"201","2",69,80,80
2006,"201","3",24,25,25
2006,"201","4",40,55,54
2006,"21","1",590,1100,945
2006,"21","2",809,750,409
2006,"21","3",409,750,409
2006,"21","4",116,440,352
2006,"211","1",174,0,0
2006,"211","2",582,0,0
2006,"211","3",1104,0,0
2006,"211","4",760,0,0
2006,"214","1",147,0,0
2006,"214","2",289,100,100
2006,"214","3",128,100,100
2006,"214","4",32,50,32
2006,"22","1",180,0,0
2006,"22","2",1076,980,636
2006,"22","3",766,980,636
2006,"22","4",231,110,28
2006,"23","1",798,0,0
2006,"23","2",1209,0,0
2006,"23","3",1059,0,0
2006,"23","4",254,0,0
2006,"231","1",466,0,0
2006,"231","2",476,350,290
2006,"231","3",175,350,290
2006,"231","4",69,60,51
2006,"24","1",1297,0,0
2006,"24","2",1204,0,0
2006,"24","3",613,0,0
2006,"24","4",171,0,0
2006,"25","1",248,0,0
2006,"25","2",945,0,0
2006,"25","3",593,0,0
2006,"25","4",82,40,40
2006,"26","1",229,0,0
2006,"26","2",568,0,0
2006,"26","3",423,0,0
2006,"26","4",62,55,55
2006,"27","1",135,175,96
2006,"27","2",517,250,89
2006,"27","3",261,200,42
2006,"27","4",53,140,24
2006,"28","1",496,665,590
2006,"28","2",623,180,180
2006,"28","3",642,270,270
2006,"28","4",337,565,298
2006,"29","1",21,25,25
2006,"29","2",51,95,95
2006,"29","3",37,95,95
2006,"29","4",15,0,0
2006,"3","1",424,2975,2179
2006,"3","2",608,1100,624
2006,"3","3",1512,1100,624
2006,"3","4",772,1600,687
2006,"30","1",79,0,0
2006,"30","2",305,0,0
2006,"30","3",234,0,0
2006,"30","4",83,0,0
2006,"301","1",108,0,0
2006,"301","2",267,0,0
2006,"301","3",711,0,0
2006,"301","4",389,0,0
2006,"31","1",114,0,0
2006,"31","2",250,460,82
2006,"31","3",267,460,82
2006,"31","4",85,0,0
2006,"32","1",67,0,0
2006,"32","2",283,300,44
2006,"32","3",265,300,44
2006,"32","4",32,0,0
2006,"33","1",533,0,0
2006,"33","2",1257,1100,629
2006,"33","3",694,1100,629
2006,"33","4",176,115,115
2006,"34","1",295,0,0
2006,"34","2",597,600,212
2006,"34","3",324,600,212
2006,"34","4",71,35,30
2006,"35","1",173,900,325
2006,"35","2",442,700,179
2006,"35","3",465,700,179
2006,"35","4",127,95,89
2006,"36","1",281,0,0
2006,"36","2",1037,1500,411
2006,"36","3",628,1500,411
2006,"36","4",200,90,85
2006,"37","1",186,60,11
2006,"37","2",328,60,21
2006,"37","3",273,50,19
2006,"37","4",159,50,7
2006,"371","1",188,210,134
2006,"371","2",95,55,55
2006,"371","3",135,105,48
2006,"371","4",138,170,57
2006,"38","1",92,100,85
2006,"38","2",216,60,60
2006,"38","3",94,60,60
2006,"38","4",35,40,39
2006,"39","1",123,160,145
2006,"39","2",160,275,245
2006,"39","3",83,265,235
2006,"39","4",62,30,30
2006,"391","1",20,75,40
2006,"391","2",17,75,40
2006,"391","3",6,0,0
2006,"391","4",13,0,0
2006,"4","1",972,0,0
2006,"4","2",1013,500,500
2006,"4","3",807,500,500
2006,"4","4",354,150,150
2006,"40","1",63,63,63
2006,"40","2",52,50,50
2006,"40","3",50,49,49
2006,"40","4",33,36,36
2006,"41","1",114,1000,1000
2006,"41","2",328,215,215
2006,"41","3",307,215,215
2006,"41","4",62,300,300
2006,"411","1",15,0,0
2006,"411","2",174,70,48
2006,"411","3",124,55,17
2006,"411","4",5,55,17
2006,"42","1",89,0,0
2006,"42","2",886,90,90
2006,"42","3",686,215,215
2006,"42","4",85,215,215
2006,"421","1",257,0,0
2006,"421","2",1028,300,300
2006,"421","3",339,300,300
2006,"421","4",66,0,0
2006,"43","1",434,550,313
2006,"43","2",979,980,458
2006,"43","3",708,980,458
2006,"43","4",290,220,172
2006,"44","1",451,1250,446
2006,"44","2",544,230,230
2006,"44","3",509,230,230
2006,"44","4",168,190,111
2006,"441","1",352,0,0
2006,"441","2",382,0,0
2006,"441","3",196,0,0
2006,"441","4",78,0,0
2006,"444","1",267,0,0
2006,"444","2",536,180,180
2006,"444","3",393,180,180
2006,"444","4",102,140,64
2006,"45","1",228,0,0
2006,"45","2",394,155,155
2006,"45","3",212,155,155
2006,"45","4",100,130,76
2006,"46","1",61,75,75
2006,"46","2",193,270,205
2006,"46","3",37,270,205
2006,"46","4",18,0,0
2006,"461","1",22,150,55
2006,"461","2",16,150,55
2006,"461","3",18,0,0
2006,"461","4",9,0,0
2006,"47","1",102,0,0
2006,"47","2",282,140,140
2006,"47","3",235,140,140
2006,"47","4",39,55,48
2006,"471","1",40,0,0
2006,"471","2",60,80,15
2006,"471","3",20,80,15
2006,"471","4",22,10,1
2006,"48","1",73,80,80
2006,"48","2",225,330,330
2006,"48","3",92,330,330
2006,"48","4",73,70,70
2006,"481","1",82,90,90
2006,"481","2",287,560,560
2006,"481","3",152,560,560
2006,"481","4",45,0,0
2006,"49","1",90,100,100
2006,"49","2",288,330,330
2006,"49","3",244,330,330
2006,"49","4",206,170,170
2006,"5","1",539,0,0
2006,"5","2",389,100,100
2006,"5","3",196,100,100
2006,"5","4",76,10,10
2006,"50","1",30,40,40
2006,"50","2",258,610,610
2006,"50","3",201,610,610
2006,"50","4",97,0,0
2006,"500","1",72,75,75
2006,"500","2",276,500,500
2006,"500","3",120,500,500
2006,"500","4",36,0,0
2006,"501","1",32,40,40
2006,"501","2",187,360,360
2006,"501","3",124,360,360
2006,"501","4",28,0,0
2006,"51","1",52,70,53
2006,"51","2",89,200,150
2006,"51","3",57,200,150
2006,"51","4",23,0,0
2006,"511","1",59,70,70
2006,"511","2",371,100,100
2006,"511","3",199,100,100
2006,"511","4",91,110,52
2006,"52","1",65,0,0
2006,"52","2",486,135,135
2006,"52","3",310,110,83
2006,"52","4",16,110,83
2006,"521","1",336,0,0
2006,"521","2",924,155,155
2006,"521","3",422,155,155
2006,"521","4",55,0,0
2006,"53","1",333,525,481
2006,"53","2",606,125,125
2006,"53","3",441,175,115
2006,"53","4",101,115,41
2006,"54","1",417,600,404
2006,"54","2",1153,550,215
2006,"54","3",942,550,550
2006,"54","4",279,350,276
2006,"55","1",707,950,950
2006,"55","2",1243,335,335
2006,"55","3",1070,500,500
2006,"55","4",207,255,255
2006,"551","1",169,0,0
2006,"551","2",634,275,275
2006,"551","3",744,350,350
2006,"551","4",101,125,125
2006,"56","1",80,85,85
2006,"56","2",286,440,427
2006,"56","3",122,440,427
2006,"56","4",29,0,0
2006,"561","1",44,50,50
2006,"561","2",146,240,231
2006,"561","3",70,240,231
2006,"561","4",1,0,0
2006,"57","1",91,180,180
2006,"57","2",151,205,205
2006,"57","3",106,205,205
2006,"57","4",93,185,185
2006,"58","1",55,0,0
2006,"58","2",63,0,0
2006,"58","3",86,0,0
2006,"58","4",82,0,0
2006,"581","1",89,100,81
2006,"581","2",383,235,204
2006,"581","3",164,235,204
2006,"581","4",103,105,30
2006,"59","1",84,110,43
2006,"59","2",208,180,49
2006,"59","3",74,180,49
2006,"59","4",85,80,9
2006,"591","1",7,0,0
2006,"591","2",121,0,0
2006,"591","3",33,0,0
2006,"6","1",224,450,154
2006,"6","2",481,565,218
2006,"6","3",484,565,218
2006,"6","4",157,180,99
2006,"60","1",32,45,42
2006,"60","2",91,10,10
2006,"60","3",67,20,15
2006,"60","4",41,70,55
2006,"61","1",298,310,310
2006,"61","2",513,760,760
2006,"61","3",260,760,760
2006,"61","4",143,150,150
2006,"62","1",687,800,800
2006,"62","2",1866,400,400
2006,"62","3",1018,400,400
2006,"62","4",130,480,480
2006,"63","1",142,0,0
2006,"63","2",306,75,75
2006,"63","3",300,125,122
2006,"63","4",141,175,19
2006,"64","1",181,750,524
2006,"64","2",183,25,20
2006,"64","3",149,30,30
2006,"64","4",29,105,105
2006,"65","1",379,0,0
2006,"65","2",800,350,206
2006,"65","3",575,400,159
2006,"65","4",129,400,159
2006,"66","1",503,580,580
2006,"66","2",496,550,550
2006,"66","3",426,475,475
2006,"66","4",183,235,235
2006,"67","1",394,450,450
2006,"67","2",518,560,560
2006,"67","3",427,465,465
2006,"67","4",323,365,365
2006,"68","1",306,490,490
2006,"68","2",757,310,310
2006,"68","3",979,400,400
2006,"68","4",346,475,146
2006,"681","1",112,0,0
2006,"681","2",550,220,220
2006,"681","3",518,230,213
2006,"681","4",170,155,22
2006,"682","1",18,0,0
2006,"682","2",18,0,0
2006,"682","3",3,0,0
2006,"682","4",9,0,0
2006,"69","1",9,45,45
2006,"69","2",87,185,185
2006,"69","3",51,115,115
2006,"69","4",24,70,70
2006,"691","2",48,0,0
2006,"691","3",12,0,0
2006,"691","4",15,0,0
2006,"7","1",212,360,206
2006,"7","2",670,3550,1254
2006,"7","3",444,3550,1254
2006,"7","4",207,0,0
2006,"70","1",465,1200,1200
2006,"70","2",1256,150,150
2006,"70","3",785,150,150
2006,"70","4",23,225,225
2006,"71","1",457,0,0
2006,"71","2",1150,600,600
2006,"71","3",629,600,600
2006,"71","4",27,0,0
2006,"711","1",138,0,0
2006,"711","2",789,400,400
2006,"711","3",870,400,400
2006,"711","4",210,200,177
2006,"72","1",31,0,0
2006,"72","2",240,60,29
2006,"72","3",79,60,29
2006,"73","1",72,0,0
2006,"73","2",300,125,125
2006,"73","3",89,125,125
2006,"73","4",3,0,0
2006,"74","1",592,650,636
2006,"74","2",1163,1100,473
2006,"74","3",311,1100,473
2006,"74","4",166,150,16
2006,"741","1",17,0,0
2006,"741","2",126,175,83
2006,"741","3",96,175,83
2006,"741","4",37,0,0
2006,"75","1",761,2500,2500
2006,"75","2",839,800,412
2006,"75","3",471,800,412
2006,"75","4",194,250,250
2006,"751","1",250,0,0
2006,"751","2",550,600,316
2006,"751","3",394,600,316
2006,"751","4",128,0,0
2006,"76","1",229,205,205
2006,"76","2",351,310,310
2006,"76","3",397,380,380
2006,"76","4",326,405,405
2006,"77","1",619,0,0
2006,"77","2",997,700,677
2006,"77","3",902,400,400
2006,"77","4",196,300,287
2006,"771","1",44,0,0
2006,"771","2",107,0,0
2006,"771","3",178,0,0
2006,"771","4",54,0,0
2006,"78","1",508,0,0
2006,"78","2",921,0,0
2006,"78","3",484,0,0
2006,"78","4",131,0,0
2006,"79","1",239,265,207
2006,"79","2",447,520,336
2006,"79","3",447,500,310
2006,"79","4",326,405,31
2006,"791","1",8,0,0
2006,"791","2",6,0,0
2006,"8","1",151,0,0
2006,"8","2",639,0,0
2006,"8","3",358,0,0
2006,"8","4",128,0,0
2006,"80","1",641,1255,1255
2006,"80","2",1153,280,280
2006,"80","3",625,280,280
2006,"80","4",467,660,94
2006,"81","1",494,0,0
2006,"81","2",1063,330,330
2006,"81","3",671,355,310
2006,"81","4",573,585,51
2006,"82","1",132,130,130
2006,"82","2",481,150,84
2006,"82","3",302,135,84
2006,"82","4",154,190,37
2006,"83","1",53,60,60
2006,"83","2",207,60,60
2006,"83","3",291,60,60
2006,"83","4",62,75,75
2006,"84","1",32,0,0
2006,"84","2",111,0,0
2006,"84","3",73,0,0
2006,"84","4",27,0,0
2006,"85","1",60,100,100
2006,"85","2",436,40,40
2006,"85","3",312,40,40
2006,"85","4",125,190,124
2006,"851","1",8,5,5
2006,"851","2",47,5,5
2006,"851","3",47,15,15
2006,"851","4",24,0,0
2006,"86","1",121,150,150
2006,"86","2",540,450,355
2006,"86","3",231,450,355
2006,"86","4",87,90,36
2006,"861","1",24,0,0
2006,"861","2",74,0,0
2006,"861","3",61,0,0
2006,"861","4",10,0,0
2006,"9","1",20,100,17
2006,"9","2",18,450,33
2006,"9","3",6,450,33
2006,"9","4",17,0,0
2007,"1","1",14,15,15
2007,"1","2",40,50,32
2007,"1","3",36,30,16
2007,"1","4",35,40,3
2007,"10","1",26,35,35
2007,"10","2",26,30,30
2007,"10","3",69,65,61
2007,"10","4",172,180,92
2007,"104","1",17,30,26
2007,"104","2",19,85,51
2007,"104","3",17,85,51
2007,"11","1",660,7000,5944
2007,"11","2",795,500,247
2007,"11","3",1098,800,738
2007,"11","4",1299,2420,727
2007,"12","1",1533,0,0
2007,"12","2",1439,2800,1818
2007,"12","3",1058,2800,1818
2007,"12","4",545,445,445
2007,"128","2",25,55,53
2007,"128","3",2,55,53
2007,"128","4",11,0,0
2007,"13","1",191,0,0
2007,"13","2",351,500,107
2007,"13","3",458,500,107
2007,"13","4",82,0,0
2007,"131","1",162,0,0
2007,"131","2",323,450,84
2007,"131","3",163,450,84
2007,"131","4",76,80,15
2007,"134","2",9,0,0
2007,"134","4",4,0,0
2007,"14","1",299,375,192
2007,"14","2",590,400,361
2007,"14","3",234,400,361
2007,"14","4",84,75,75
2007,"140","2",53,0,0
2007,"140","3",20,0,0
2007,"140","4",3,0,0
2007,"141","2",5,0,0
2007,"141","3",7,0,0
2007,"142","2",4,0,0
2007,"142","3",14,0,0
2007,"142","4",11,0,0
2007,"15","1",358,400,312
2007,"15","2",1180,1000,709
2007,"15","3",728,1000,709
2007,"15","4",105,80,80
2007,"16","1",185,425,144
2007,"16","2",277,400,55
2007,"16","3",134,400,55
2007,"16","4",105,125,20
2007,"161","1",235,520,188
2007,"161","2",514,650,305
2007,"161","3",536,650,305
2007,"161","4",192,220,107
2007,"17","1",170,360,132
2007,"17","2",467,450,178
2007,"17","3",322,450,178
2007,"17","4",96,115,49
2007,"171","1",183,320,125
2007,"171","2",314,400,119
2007,"171","3",189,400,119
2007,"171","4",89,110,10
2007,"18","1",560,820,663
2007,"18","2",712,200,200
2007,"18","3",692,380,224
2007,"18","4",593,950,294
2007,"181","1",91,0,0
2007,"181","2",229,110,73
2007,"181","3",231,150,73
2007,"181","4",260,160,7
2007,"19","1",130,150,124
2007,"19","2",405,920,315
2007,"19","3",174,920,315
2007,"19","4",135,0,0
2007,"191","1",58,65,26
2007,"191","2",129,680,97
2007,"191","3",128,680,97
2007,"191","4",139,0,0
2007,"2","1",96,125,125
2007,"2","2",65,80,80
2007,"2","3",172,230,230
2007,"2","4",148,200,143
2007,"20","1",54,60,60
2007,"20","2",70,85,85
2007,"20","3",70,85,85
2007,"20","4",74,85,77
2007,"201","1",16,20,20
2007,"201","2",64,75,75
2007,"201","3",30,30,30
2007,"201","4",52,55,55
2007,"21","1",504,1100,1041
2007,"21","2",764,755,391
2007,"21","3",496,755,391
2007,"21","4",160,440,383
2007,"211","1",129,0,0
2007,"211","2",660,0,0
2007,"211","3",1102,0,0
2007,"211","4",536,0,0
2007,"214","1",55,0,0
2007,"214","2",419,200,65
2007,"214","3",71,200,65
2007,"214","4",45,50,30
2007,"22","1",256,0,0
2007,"22","2",1012,920,717
2007,"22","3",932,920,717
2007,"22","4",215,195,17
2007,"23","1",756,0,0
2007,"23","2",1113,0,0
2007,"23","3",694,0,0
2007,"23","4",273,0,0
2007,"231","1",272,0,0
2007,"231","2",445,300,226
2007,"231","3",163,300,226
2007,"231","4",76,60,42
2007,"24","1",1081,0,0
2007,"24","2",1364,0,0
2007,"24","3",514,0,0
2007,"24","4",170,0,0
2007,"25","1",203,0,0
2007,"25","2",887,0,0
2007,"25","3",490,0,0
2007,"25","4",104,40,40
2007,"26","1",184,0,0
2007,"26","2",404,0,0
2007,"26","3",384,0,0
2007,"26","4",92,55,55
2007,"27","1",148,175,100
2007,"27","2",426,250,94
2007,"27","3",216,175,28
2007,"27","4",90,115,21
2007,"28","1",483,725,610
2007,"28","2",463,190,190
2007,"28","3",646,310,310
2007,"28","4",380,600,263
2007,"29","1",24,25,25
2007,"29","2",40,75,75
2007,"29","3",26,75,75
2007,"29","4",12,0,0
2007,"3","1",706,2975,2372
2007,"3","2",727,1200,682
2007,"3","3",1328,1200,682
2007,"3","4",752,2450,672
2007,"30","1",90,0,0
2007,"30","2",283,0,0
2007,"30","3",351,0,0
2007,"30","4",98,0,0
2007,"301","1",102,0,0
2007,"301","2",320,0,0
2007,"301","3",814,0,0
2007,"301","4",465,0,0
2007,"31","1",93,0,0
2007,"31","2",227,350,69
2007,"31","3",244,350,69
2007,"31","4",58,0,0
2007,"32","1",98,0,0
2007,"32","2",290,180,38
2007,"32","3",206,180,38
2007,"32","4",35,0,0
2007,"33","1",505,0,0
2007,"33","2",1307,1300,553
2007,"33","3",702,1300,553
2007,"33","4",248,1300,115
2007,"34","1",308,0,0
2007,"34","2",555,600,156
2007,"34","3",207,600,156
2007,"34","4",75,35,35
2007,"35","1",263,900,281
2007,"35","2",530,410,216
2007,"35","3",334,410,216
2007,"35","4",132,95,87
2007,"36","1",220,0,0
2007,"36","2",961,1555,398
2007,"36","3",663,1555,398
2007,"36","4",198,90,87
2007,"37","1",185,60,25
2007,"37","2",302,60,25
2007,"37","3",304,50,11
2007,"37","4",165,50,5
2007,"371","1",185,225,165
2007,"371","2",159,55,48
2007,"371","3",162,105,27
2007,"371","4",169,190,42
2007,"38","1",61,75,75
2007,"38","2",256,60,60
2007,"38","3",122,60,60
2007,"38","4",25,30,28
2007,"39","1",141,160,154
2007,"39","2",186,275,200
2007,"39","3",95,265,175
2007,"39","4",39,30,26
2007,"391","1",17,75,25
2007,"391","2",19,75,25
2007,"391","3",3,0,0
2007,"391","4",10,0,0
2007,"4","1",1064,0,0
2007,"4","2",1259,700,700
2007,"4","3",800,700,700
2007,"4","4",382,250,250
2007,"40","1",41,63,63
2007,"40","2",62,65,65
2007,"40","3",57,64,64
2007,"40","4",44,56,46
2007,"41","1",202,1000,1000
2007,"41","2",484,230,230
2007,"41","3",266,230,230
2007,"41","4",83,300,300
2007,"411","1",28,0,0
2007,"411","2",207,70,70
2007,"411","3",108,55,20
2007,"411","4",32,55,20
2007,"42","1",149,0,0
2007,"42","2",867,115,115
2007,"42","3",590,240,240
2007,"42","4",89,240,240
2007,"421","1",251,0,0
2007,"421","2",850,325,325
2007,"421","3",288,325,325
2007,"421","4",51,0,0
2007,"43","1",410,550,317
2007,"43","2",948,760,418
2007,"43","3",577,760,418
2007,"43","4",266,250,126
2007,"44","1",297,750,470
2007,"44","2",571,530,461
2007,"44","3",554,530,461
2007,"44","4",172,190,128
2007,"441","1",225,0,0
2007,"441","2",395,0,0
2007,"441","3",194,0,0
2007,"441","4",172,0,0
2007,"444","1",236,0,0
2007,"444","2",637,400,400
2007,"444","3",310,400,400
2007,"444","4",138,140,76
2007,"45","1",132,0,0
2007,"45","2",471,315,209
2007,"45","3",213,315,209
2007,"45","4",112,130,78
2007,"46","1",57,75,73
2007,"46","2",161,270,224
2007,"46","3",50,270,224
2007,"46","4",9,0,0
2007,"461","1",15,150,60
2007,"461","2",22,150,60
2007,"461","3",15,0,0
2007,"461","4",17,0,0
2007,"47","1",63,0,0
2007,"47","2",329,320,128
2007,"47","3",210,320,128
2007,"47","4",77,55,50
2007,"471","1",41,0,0
2007,"471","2",82,80,8
2007,"471","3",29,80,8
2007,"471","4",27,20,0
2007,"48","1",70,80,80
2007,"48","2",213,330,330
2007,"48","3",66,330,330
2007,"48","4",69,70,70
2007,"481","1",73,90,90
2007,"481","2",256,560,560
2007,"481","3",168,560,560
2007,"481","4",60,0,0
2007,"49","1",83,100,100
2007,"49","2",272,330,330
2007,"49","3",223,330,330
2007,"49","4",216,170,170
2007,"5","1",553,0,0
2007,"5","2",532,200,200
2007,"5","3",186,200,200
2007,"5","4",64,10,10
2007,"50","1",31,40,40
2007,"50","2",260,610,610
2007,"50","3",207,610,610
2007,"50","4",46,0,0
2007,"500","1",73,75,75
2007,"500","2",313,500,500
2007,"500","3",87,500,500
2007,"500","4",37,0,0
2007,"501","1",37,40,40
2007,"501","2",211,360,360
2007,"501","3",95,360,360
2007,"501","4",30,0,0
2007,"51","1",57,70,52
2007,"51","2",96,200,171
2007,"51","3",43,200,171
2007,"51","4",37,0,0
2007,"511","1",60,70,70
2007,"511","2",476,100,100
2007,"511","3",171,100,100
2007,"511","4",106,110,43
2007,"52","1",54,0,0
2007,"52","2",400,140,140
2007,"52","3",376,110,110
2007,"52","4",29,110,110
2007,"521","1",218,0,0
2007,"521","2",1039,225,225
2007,"521","3",492,225,225
2007,"521","4",68,0,0
2007,"53","1",359,525,464
2007,"53","2",566,125,125
2007,"53","3",356,175,91
2007,"53","4",83,100,28
2007,"54","1",544,600,524
2007,"54","2",1104,550,450
2007,"54","3",814,550,541
2007,"54","4",305,350,310
2007,"55","1",691,950,950
2007,"55","2",1318,335,335
2007,"55","3",1038,500,500
2007,"55","4",204,255,255
2007,"551","1",138,0,0
2007,"551","2",684,275,275
2007,"551","3",550,350,350
2007,"551","4",110,125,125
2007,"56","1",75,85,85
2007,"56","2",203,200,200
2007,"56","3",143,160,113
2007,"56","4",72,80,37
2007,"561","1",44,50,50
2007,"561","2",95,115,115
2007,"561","3",77,85,82
2007,"561","4",24,40,15
2007,"57","1",108,180,180
2007,"57","2",117,205,205
2007,"57","3",137,205,205
2007,"57","4",99,185,161
2007,"58","1",60,0,0
2007,"58","2",90,0,0
2007,"58","3",81,0,0
2007,"58","4",49,0,0
2007,"581","1",89,100,99
2007,"581","2",398,235,235
2007,"581","3",222,235,235
2007,"581","4",88,105,23
2007,"59","1",89,110,79
2007,"59","2",194,180,61
2007,"59","3",54,180,61
2007,"59","4",55,80,5
2007,"591","2",78,0,0
2007,"591","3",42,0,0
2007,"6","1",245,450,162
2007,"6","2",545,565,226
2007,"6","3",427,565,226
2007,"6","4",146,180,77
2007,"60","1",39,45,39
2007,"60","2",95,10,10
2007,"60","3",54,20,8
2007,"60","4",45,70,42
2007,"61","1",263,290,290
2007,"61","2",422,720,720
2007,"61","3",194,720,720
2007,"61","4",114,130,130
2007,"62","1",593,695,695
2007,"62","2",1767,350,350
2007,"62","3",937,350,350
2007,"62","4",84,440,440
2007,"63","1",109,0,0
2007,"63","2",372,100,100
2007,"63","3",284,125,120
2007,"63","4",95,115,34
2007,"64","1",170,750,516
2007,"64","2",230,25,11
2007,"64","3",167,30,22
2007,"64","4",29,105,97
2007,"65","1",396,0,0
2007,"65","2",711,350,155
2007,"65","3",430,400,121
2007,"65","4",115,400,121
2007,"66","1",512,590,590
2007,"66","2",511,560,560
2007,"66","3",430,485,485
2007,"66","4",212,255,253
2007,"67","1",438,505,505
2007,"67","2",502,570,570
2007,"67","3",447,475,475
2007,"67","4",325,375,375
2007,"68","1",242,375,375
2007,"68","2",763,145,145
2007,"68","3",797,190,190
2007,"68","4",203,330,163
2007,"681","1",97,0,0
2007,"681","2",429,100,100
2007,"681","3",471,105,105
2007,"681","4",145,100,28
2007,"682","1",3,0,0
2007,"682","4",5,0,0
2007,"69","1",24,45,45
2007,"69","2",79,185,185
2007,"69","3",64,115,115
2007,"69","4",23,70,70
2007,"691","1",4,0,0
2007,"691","2",84,0,0
2007,"691","3",23,0,0
2007,"691","4",7,0,0
2007,"7","1",220,360,204
2007,"7","2",771,2900,1161
2007,"7","3",376,2900,1161
2007,"7","4",158,0,0
2007,"70","1",406,1200,1200
2007,"70","2",1309,200,200
2007,"70","3",718,170,170
2007,"70","4",42,245,245
2007,"71","1",449,0,0
2007,"71","2",1275,600,600
2007,"71","3",579,600,600
2007,"71","4",30,0,0
2007,"711","1",222,0,0
2007,"711","2",933,400,400
2007,"711","3",851,400,400
2007,"711","4",213,200,200
2007,"72","1",46,0,0
2007,"72","2",191,60,41
2007,"72","3",148,60,41
2007,"72","4",6,0,0
2007,"73","1",58,0,0
2007,"73","2",206,125,125
2007,"73","3",173,125,125
2007,"73","4",5,0,0
2007,"74","1",486,650,650
2007,"74","2",899,800,450
2007,"74","3",338,800,450
2007,"74","4",164,150,25
2007,"741","1",53,0,0
2007,"741","2",114,175,82
2007,"741","3",96,175,82
2007,"741","4",38,0,0
2007,"75","1",556,2100,2100
2007,"75","2",778,600,438
2007,"75","3",404,600,438
2007,"75","4",159,210,210
2007,"751","1",189,0,0
2007,"751","2",575,500,307
2007,"751","3",327,500,307
2007,"751","4",76,0,0
2007,"76","1",196,205,205
2007,"76","2",320,325,325
2007,"76","3",344,395,395
2007,"76","4",357,425,362
2007,"77","1",615,0,0
2007,"77","2",1164,600,600
2007,"77","3",773,350,350
2007,"77","4",179,250,250
2007,"771","1",57,0,0
2007,"771","2",181,0,0
2007,"771","3",204,0,0
2007,"771","4",43,0,0
2007,"78","1",488,0,0
2007,"78","2",789,0,0
2007,"78","3",457,0,0
2007,"78","4",127,0,0
2007,"79","1",231,270,229
2007,"79","2",468,535,356
2007,"79","3",443,515,312
2007,"79","4",377,425,21
2007,"791","1",3,0,0
2007,"8","1",129,0,0
2007,"8","2",492,0,0
2007,"8","3",281,0,0
2007,"8","4",94,0,0
2007,"80","1",526,1000,1000
2007,"80","2",1255,105,105
2007,"80","3",504,115,115
2007,"80","4",173,275,122
2007,"81","1",374,0,0
2007,"81","2",772,125,125
2007,"81","3",557,140,140
2007,"81","4",226,220,55
2007,"82","1",236,260,198
2007,"82","2",480,200,105
2007,"82","3",240,90,75
2007,"82","4",85,115,42
2007,"83","1",7,0,0
2007,"83","2",175,0,0
2007,"83","3",232,0,0
2007,"84","1",18,0,0
2007,"84","2",90,0,0
2007,"84","3",56,0,0
2007,"84","4",31,0,0
2007,"85","1",80,100,100
2007,"85","2",510,40,40
2007,"85","3",306,40,40
2007,"85","4",117,190,133
